LOCATION,INDICATOR,SUBJECT,MEASURE,TIME_PERIOD,OBS_VALUE,ccodealp_year
CAN,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,9.2,CAN22
BEL,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,12.8,BEL22
AUT,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,19.5,AUT22
AUS,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,11.0,AUS22
SVN,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,17.9,SVN22
ROU,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,15.4,ROU22
ISR,NPENSIONWEALTH,MEN,MULTAGEARN,2022,9.2,ISR22
EST,NPENSIONWEALTH,MEN,MULTAGEARN,2022,5.6,EST22
USA,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,10.2,USA22
GBR,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,12.2,GBR22
TUR,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,20.4,TUR22
CHE,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,11.7,CHE22
SWE,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,12.6,SWE22
ESP,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,24.4,ESP22
SVK,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,13.1,SVK22
PRT,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,19.3,PRT22
POL,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,7.4,POL22
NOR,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,12.7,NOR22
NZL,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,11.6,NZL22
NLD,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,18.1,NLD22
MEX,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,12.1,MEX22
LUX,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,25.3,LUX22
KOR,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,8.5,KOR22
JPN,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,9.8,JPN22
ITA,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,16.0,ITA22
ITA,NPENSIONWEALTH,MEN,MULTAGEARN,2022,14.2,ITA22
IRL,NPENSIONWEALTH,MEN,MULTAGEARN,2022,8.3,IRL22
ISL,NPENSIONWEALTH,MEN,MULTAGEARN,2022,9.8,ISL22
HUN,NPENSIONWEALTH,MEN,MULTAGEARN,2022,14.1,HUN22
GRC,NPENSIONWEALTH,MEN,MULTAGEARN,2022,17.6,GRC22
DEU,NPENSIONWEALTH,MEN,MULTAGEARN,2022,12.3,DEU22
FRA,NPENSIONWEALTH,MEN,MULTAGEARN,2022,14.8,FRA22
LVA,PENSIONASSET,TOT,PC_GDP,2022,1.72,LVA22
LIE,PENSIONASSET,TOT,MLN_USD,2022,8526.219,LIE22
HRV,PENSIONASSET,TOT,PC_GDP,2022,28.176,HRV22
IDN,PENSIONASSET,TOT,PC_GDP,2022,1.702,IDN22
HKG,PENSIONASSET,TOT,MLN_USD,2022,179139.266,HKG22
IND,PENSIONASSET,TOT,MLN_USD,2022,103092.653,IND22
COL,PENSIONASSET,TOT,PC_GDP,2022,24.08,COL22
ALB,PENSIONASSET,TOT,PC_GDP,2022,0.276,ALB22
ALB,PENSIONASSET,TOT,MLN_USD,2022,53.403,ALB22
USA,PENSIONASSET,TOT,PC_GDP,2022,78.733,USA22
SWE,PENSIONASSET,TOT,MLN_USD,2022,24603.685,SWE22
DNK,PENSIONASSET,TOT,PC_GDP,2022,38.325,DNK22
ESP,PENSIONASSET,TOT,MLN_USD,2022,122241.126,ESP22
JPN,PENSIONASSET,TOT,PC_GDP,2022,23.42,JPN22
JPN,PENSIONASSET,TOT,MLN_USD,2022,982325.617,JPN22
NLD,PENSIONASSET,TOT,PC_GDP,2022,150.745,NLD22
LUX,PENSIONASSET,TOT,PC_GDP,2022,2.025,LUX22
IRL,PENSIONASSET,TOT,MLN_USD,2022,134839.785,IRL22
HUN,PENSIONASSET,TOT,PC_GDP,2022,2.806,HUN22
AUS,PENSIONASSET,TOT,PC_GDP,2022,131.385,AUS22
BGR,PRIVPENSIONASSET,TOT,MLN_USD,2022,10520.118,BGR22
SVK,PRIVPENSIONASSET,TOT,MLN_USD,2022,16076.862,SVK22
SVN,GPENSIONWEALTH,MEN,MULTAGEARN,2022,10.5,SVN22
USA,GPENSIONWEALTH,MEN,MULTAGEARN,2022,7.4,USA22
GBR,GPENSIONWEALTH,MEN,MULTAGEARN,2022,8.7,GBR22
TUR,GPENSIONWEALTH,MEN,MULTAGEARN,2022,13.2,TUR22
CHE,GPENSIONWEALTH,MEN,MULTAGEARN,2022,9.4,CHE22
SWE,GPENSIONWEALTH,MEN,MULTAGEARN,2022,10.8,SWE22
BEL,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,9.1,BEL22
AUT,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,16.6,AUT22
AUS,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,8.5,AUS22
LTU,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,3.7,LTU22
ISR,GPENSIONWEALTH,MEN,MULTAGEARN,2022,7.4,ISR22
EST,GPENSIONWEALTH,MEN,MULTAGEARN,2022,4.6,EST22
SVN,NPENSION,WOMEN,PC_PRERETEARN,2022,63.4,SVN22
ROU,NPENSION,WOMEN,PC_PRERETEARN,2022,68.8,ROU22
ISR,NPENSION,WOMEN,PC_PRERETEARN,2022,43.9,ISR22
EST,NPENSION,WOMEN,PC_PRERETEARN,2022,34.4,EST22
CYP,NPENSION,WOMEN,PC_PRERETEARN,2022,72.0,CYP22
USA,NPENSION,MEN,PC_PRERETEARN,2022,50.5,USA22
GBR,NPENSION,MEN,PC_PRERETEARN,2022,54.4,GBR22
TUR,NPENSION,MEN,PC_PRERETEARN,2022,95.4,TUR22
CHE,NPENSION,MEN,PC_PRERETEARN,2022,45.3,CHE22
HUN,NPENSION,WOMEN,PC_PRERETEARN,2022,73.7,HUN22
GRC,NPENSION,WOMEN,PC_PRERETEARN,2022,90.0,GRC22
DEU,NPENSION,WOMEN,PC_PRERETEARN,2022,55.3,DEU22
FRA,NPENSION,WOMEN,PC_PRERETEARN,2022,71.9,FRA22
FIN,NPENSION,WOMEN,PC_PRERETEARN,2022,65.1,FIN22
DNK,NPENSION,WOMEN,PC_PRERETEARN,2022,77.3,DNK22
CZE,NPENSION,WOMEN,PC_PRERETEARN,2022,58.9,CZE22
CAN,NPENSION,WOMEN,PC_PRERETEARN,2022,44.2,CAN22
ROU,GPENSION,MEN,PC_PRERETEARN,2022,43.5,ROU22
CYP,GPENSION,MEN,PC_PRERETEARN,2022,64.3,CYP22
EU27,GPENSIONWEALTH,MEN,MULTAGEARN,2022,10.6,EU2722
COL,GPENSIONWEALTH,MEN,MULTAGEARN,2022,15.2,COL22
CRI,NPENSION,MEN,PC_PRERETEARN,2022,67.8,CRI22
EU27,GPENSION,MEN,PC_PRERETEARN,2022,54.8,EU2722
COL,GPENSION,MEN,PC_PRERETEARN,2022,74.8,COL22
MAC,PRIVPENSIONASSET,TOT,MLN_USD,2022,4845.591,MAC22
MAC,PENSIONASSET,TOT,PC_GDP,2022,21.952,MAC22
ZWE,PENSIONASSET,TOT,PC_GDP,2022,5.865,ZWE22
GEO,PENSIONASSET,TOT,MLN_USD,2022,1101.158,GEO22
KAZ,PENSIONASSET,TOT,PC_GDP,2022,14.111,KAZ22
BWA,PENSIONASSET,TOT,MLN_USD,2022,9230.863,BWA22
HRV,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,9.6,HRV22
GHA,PENSIONASSET,TOT,MLN_USD,2022,4017.841,GHA22
IDN,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,8.6,IDN22
IND,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,9.6,IND22
CHN,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,25.4,CHN22
BRA,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,22.2,BRA22
ARG,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,22.6,ARG22
ARM,PRIVPENSIONASSET,TOT,MLN_USD,2022,1428.211,ARM22
EGY,PRIVPENSIONASSET,TOT,MLN_USD,2022,5044.999,EGY22
BGR,NPENSIONWEALTH,MEN,MULTAGEARN,2022,13.6,BGR22
ZAF,PENSIONASSET,TOT,MLN_USD,2022,119423.282,ZAF22
PER,PENSIONASSET,TOT,MLN_USD,2022,27756.361,PER22
URY,PENSIONASSET,TOT,PC_GDP,2022,26.455,URY22
HRV,PENSIONASSET,TOT,MLN_USD,2022,20252.006,HRV22
CHE,PENSIONASSET,TOT,MLN_USD,2022,1153680.195,CHE22
USA,PENSIONASSET,TOT,MLN_USD,2022,20047432.81,USA22
HUN,PRIVPENSIONASSET,TOT,MLN_USD,2022,7468.234,HUN22
CZE,PRIVPENSIONASSET,TOT,MLN_USD,2022,26526.507,CZE22
MLT,GPENSIONWEALTH,MEN,MULTAGEARN,2022,12.1,MLT22
LVA,NPENSION,MEN,PC_PRERETEARN,2022,52.8,LVA22
SVK,GPENSION,WOMEN,PC_PRERETEARN,2022,54.9,SVK22
PRT,GPENSION,WOMEN,PC_PRERETEARN,2022,73.9,PRT22
POL,GPENSION,WOMEN,PC_PRERETEARN,2022,22.9,POL22
NOR,GPENSION,WOMEN,PC_PRERETEARN,2022,44.5,NOR22
NZL,GPENSION,WOMEN,PC_PRERETEARN,2022,39.7,NZL22
NLD,GPENSION,WOMEN,PC_PRERETEARN,2022,74.7,NLD22
MEX,GPENSION,WOMEN,PC_PRERETEARN,2022,55.5,MEX22
LUX,GPENSION,WOMEN,PC_PRERETEARN,2022,74.8,LUX22
KOR,GPENSION,WOMEN,PC_PRERETEARN,2022,31.2,KOR22
JPN,GPENSION,WOMEN,PC_PRERETEARN,2022,32.4,JPN22
ITA,GPENSION,WOMEN,PC_PRERETEARN,2022,76.1,ITA22
SVN,GPENSION,MEN,PC_PRERETEARN,2022,42.1,SVN22
LTU,GPENSION,WOMEN,PC_PRERETEARN,2022,18.2,LTU22
ISR,GPENSION,MEN,PC_PRERETEARN,2022,38.0,ISR22
EST,GPENSION,MEN,PC_PRERETEARN,2022,28.1,EST22
USA,GPENSION,WOMEN,PC_PRERETEARN,2022,39.1,USA22
GBR,GPENSION,WOMEN,PC_PRERETEARN,2022,41.9,GBR22
TUR,GPENSION,WOMEN,PC_PRERETEARN,2022,67.6,TUR22
CHE,GPENSION,WOMEN,PC_PRERETEARN,2022,39.9,CHE22
SWE,GPENSION,WOMEN,PC_PRERETEARN,2022,62.3,SWE22
ESP,GPENSION,WOMEN,PC_PRERETEARN,2022,80.4,ESP22
IRL,GPENSION,WOMEN,PC_PRERETEARN,2022,26.2,IRL22
ISL,GPENSION,WOMEN,PC_PRERETEARN,2022,43.1,ISL22
HUN,GPENSION,WOMEN,PC_PRERETEARN,2022,49.0,HUN22
GRC,GPENSION,WOMEN,PC_PRERETEARN,2022,80.8,GRC22
DEU,GPENSION,WOMEN,PC_PRERETEARN,2022,43.9,DEU22
FRA,GPENSION,WOMEN,PC_PRERETEARN,2022,57.6,FRA22
FIN,GPENSION,WOMEN,PC_PRERETEARN,2022,58.4,FIN22
DNK,GPENSION,WOMEN,PC_PRERETEARN,2022,73.1,DNK22
CZE,GPENSION,WOMEN,PC_PRERETEARN,2022,47.4,CZE22
CAN,GPENSION,WOMEN,PC_PRERETEARN,2022,36.8,CAN22
BEL,GPENSION,WOMEN,PC_PRERETEARN,2022,43.5,BEL22
AUT,GPENSION,WOMEN,PC_PRERETEARN,2022,74.1,AUT22
AUS,GPENSION,WOMEN,PC_PRERETEARN,2022,23.8,AUS22
MAR,PRIVPENSIONASSET,TOT,MLN_USD,2022,7035.155,MAR22
CRI,NPENSIONWEALTH,MEN,MULTAGEARN,2022,13.4,CRI22
MUS,PENSIONASSET,TOT,PC_GDP,2022,10.63,MUS22
NAM,PENSIONASSET,TOT,PC_GDP,2022,89.358,NAM22
KEN,PENSIONASSET,TOT,PC_GDP,2022,11.549,KEN22
BWA,PENSIONASSET,TOT,PC_GDP,2022,50.105,BWA22
HRV,GPENSION,MEN,PC_PRERETEARN,2022,43.0,HRV22
IDN,GPENSIONWEALTH,MEN,MULTAGEARN,2022,7.7,IDN22
IND,GPENSIONWEALTH,MEN,MULTAGEARN,2022,8.0,IND22
IDN,GPENSION,MEN,PC_PRERETEARN,2022,53.5,IDN22
IND,GPENSION,MEN,PC_PRERETEARN,2022,38.9,IND22
CHN,GPENSION,MEN,PC_PRERETEARN,2022,68.3,CHN22
BRA,GPENSION,MEN,PC_PRERETEARN,2022,88.4,BRA22
ARG,GPENSION,MEN,PC_PRERETEARN,2022,78.7,ARG22
CHN,GPENSIONWEALTH,MEN,MULTAGEARN,2022,15.7,CHN22
BRA,GPENSIONWEALTH,MEN,MULTAGEARN,2022,15.9,BRA22
ARG,GPENSIONWEALTH,MEN,MULTAGEARN,2022,15.4,ARG22
OAVG,NPENSION,WOMEN,PC_PRERETEARN,2022,60.6,OAVG22
ZAF,NPENSION,WOMEN,PC_PRERETEARN,2022,9.2,ZAF22
SAU,NPENSION,WOMEN,PC_PRERETEARN,2022,66.2,SAU22
LTU,PENSIONASSET,TOT,PC_GDP,2022,8.747,LTU22
CHL,NPENSIONWEALTH,MEN,MULTAGEARN,2022,9.2,CHL22
MLT,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,16.9,MLT22
LVA,NPENSIONWEALTH,WOMEN,MULTAGEARN,2022,10.6,LVA22
MLT,PENSIONASSET,TOT,MLN_USD,2022,7155.362,MLT22
LVA,PENSIONASSET,TOT,MLN_USD,2022,716.98,LVA22
IDN,PENSIONASSET,TOT,MLN_USD,2022,21199.692,IDN22
COL,PENSIONASSET,TOT,MLN_USD,2022,73281.513,COL22
CHL,PENSIONASSET,TOT,PC_GDP,2022,57.711,CHL22
CHL,PENSIONASSET,TOT,MLN_USD,2022,174791.905,CHL22
BRA,PENSIONASSET,TOT,PC_GDP,2022,11.085,BRA22
EST,PENSIONASSET,TOT,PC_GDP,2022,11.175,EST22
GBR,PENSIONASSET,TOT,PC_GDP,2022,85.201,GBR22
TUR,PENSIONASSET,TOT,PC_GDP,2022,2.819,TUR22
PRT,PENSIONASSET,TOT,PC_GDP,2022,8.913,PRT22
PRT,PENSIONASSET,TOT,MLN_USD,2022,22743.877,PRT22
NZL,PENSIONASSET,TOT,PC_GDP,2022,32.038,NZL22
MEX,PENSIONASSET,TOT,PC_GDP,2022,18.354,MEX22
LUX,PENSIONASSET,TOT,MLN_USD,2022,1687.767,LUX22
ISL,PENSIONASSET,TOT,PC_GDP,2022,176.069,ISL22
HUN,PENSIONASSET,TOT,MLN_USD,2022,4974.79,HUN22
ITA,PENSIONASSET,TOT,PC_GDP,2022,8.528,ITA22
FRA,PENSIONASSET,TOT,PC_GDP,2022,8.597,FRA22
DNK,PENSIONASSET,TOT,MLN_USD,2022,155652.577,DNK22
SVK,PENSIONASSET,TOT,PC_GDP,2022,13.746,SVK22
CZE,PENSIONASSET,TOT,MLN_USD,2022,26526.507,CZE22
AUS,PENSIONASSET,TOT,MLN_USD,2022,2089040.942,AUS22
ZMB,PRIVPENSIONASSET,TOT,MLN_USD,2022,772.373,ZMB22
MKD,PRIVPENSIONASSET,TOT,MLN_USD,2022,2028.627,MKD22
LIE,PRIVPENSIONASSET,TOT,MLN_USD,2022,8526.219,LIE22
COL,PRIVPENSIONASSET,TOT,MLN_USD,2022,73281.513,COL22
PRT,PRIVPENSIONASSET,TOT,MLN_USD,2022,43556.67,PRT22
SWE,PRIVPENSIONASSET,TOT,MLN_USD,2022,561147.373,SWE22
FRA,PRIVPENSIONASSET,TOT,MLN_USD,2022,306276.323,FRA22
BGR,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,11.9,BGR22
LVA,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,8.0,LVA22
CHL,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,7.7,CHL22
ESP,GPENSIONWEALTH,MEN,MULTAGEARN,2022,20.1,ESP22
SVK,GPENSIONWEALTH,MEN,MULTAGEARN,2022,8.8,SVK22
PRT,GPENSIONWEALTH,MEN,MULTAGEARN,2022,12.8,PRT22
POL,GPENSIONWEALTH,MEN,MULTAGEARN,2022,5.4,POL22
NOR,GPENSIONWEALTH,MEN,MULTAGEARN,2022,9.4,NOR22
NZL,GPENSIONWEALTH,MEN,MULTAGEARN,2022,9.8,NZL22
NLD,GPENSIONWEALTH,MEN,MULTAGEARN,2022,13.5,NLD22
LUX,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,21.8,LUX22
KOR,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,7.4,KOR22
JPN,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,8.2,JPN22
ITA,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,14.8,ITA22
IRL,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,6.5,IRL22
ISL,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,8.7,ISL22
HUN,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,10.6,HUN22
HUN,GPENSIONWEALTH,MEN,MULTAGEARN,2022,9.4,HUN22
GRC,GPENSIONWEALTH,MEN,MULTAGEARN,2022,15.8,GRC22
DEU,GPENSIONWEALTH,MEN,MULTAGEARN,2022,9.7,DEU22
FRA,GPENSIONWEALTH,MEN,MULTAGEARN,2022,11.9,FRA22
FIN,GPENSIONWEALTH,MEN,MULTAGEARN,2022,10.6,FIN22
DNK,GPENSIONWEALTH,MEN,MULTAGEARN,2022,11.0,DNK22
CZE,GPENSIONWEALTH,MEN,MULTAGEARN,2022,9.7,CZE22
CAN,GPENSIONWEALTH,MEN,MULTAGEARN,2022,7.6,CAN22
MLT,NPENSION,WOMEN,PC_PRERETEARN,2022,73.1,MLT22
CHL,NPENSION,WOMEN,PC_PRERETEARN,2022,43.0,CHL22
BGR,NPENSION,WOMEN,PC_PRERETEARN,2022,75.1,BGR22
ESP,NPENSION,WOMEN,PC_PRERETEARN,2022,86.5,ESP22
SVK,NPENSION,WOMEN,PC_PRERETEARN,2022,72.5,SVK22
PRT,NPENSION,WOMEN,PC_PRERETEARN,2022,98.8,PRT22
POL,NPENSION,WOMEN,PC_PRERETEARN,2022,31.5,POL22
NOR,NPENSION,WOMEN,PC_PRERETEARN,2022,54.8,NOR22
NZL,NPENSION,WOMEN,PC_PRERETEARN,2022,43.5,NZL22
NLD,NPENSION,WOMEN,PC_PRERETEARN,2022,93.2,NLD22
MEX,NPENSION,WOMEN,PC_PRERETEARN,2022,62.4,MEX22
LUX,NPENSION,WOMEN,PC_PRERETEARN,2022,86.9,LUX22
KOR,NPENSION,WOMEN,PC_PRERETEARN,2022,35.8,KOR22
JPN,NPENSION,WOMEN,PC_PRERETEARN,2022,38.8,JPN22
ITA,NPENSION,WOMEN,PC_PRERETEARN,2022,82.6,ITA22
IRL,NPENSION,WOMEN,PC_PRERETEARN,2022,36.1,IRL22
ISL,NPENSION,WOMEN,PC_PRERETEARN,2022,52.1,ISL22
BEL,NPENSION,WOMEN,PC_PRERETEARN,2022,60.9,BEL22
AUT,NPENSION,WOMEN,PC_PRERETEARN,2022,87.4,AUT22
AUS,NPENSION,WOMEN,PC_PRERETEARN,2022,30.9,AUS22
BGR,GPENSION,MEN,PC_PRERETEARN,2022,58.3,BGR22
MLT,GPENSION,MEN,PC_PRERETEARN,2022,58.2,MLT22
MAR,PENSIONASSET,TOT,MLN_USD,2022,7035.155,MAR22
EU27,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,11.8,EU2722
COL,GPENSIONWEALTH,WOMEN,MULTAGEARN,2022,18.8,COL22
CRI,NPENSION,WOMEN,PC_PRERETEARN,2022,65.0,CRI22
EU27,GPENSION,WOMEN,PC_PRERETEARN,2022,54.3,EU2722
COL,GPENSION,WOMEN,PC_PRERETEARN,2022,74.8,COL22
LSO,PENSIONASSET,TOT,MLN_USD,2022,164.457,LSO22
HRV,GPENSION,WOMEN,PC_PRERETEARN,2022,43.0,HRV22
SGP,PENSIONASSET,TOT,MLN_USD,2022,400746.911,SGP22
GHA,PRIVPENSIONASSET,TOT,MLN_USD,2022,4017.841,GHA22
USA,PENSIONASSET,TOT,PC_GDP,2000,81.36,USA00
POL,PENSIONASSET,TOT,PC_GDP,2000,1.334,POL00
POL,PENSIONASSET,TOT,MLN_USD,2000,2221.684,POL00
DEU,PENSIONASSET,TOT,MLN_USD,2000,73996.918,DEU00
NLD,PRIVPENSIONASSET,TOT,MLN_USD,2000,437109.285,NLD00
DEU,PRIVPENSIONASSET,TOT,MLN_USD,2000,73996.918,DEU00
NLD,PENSIONASSET,TOT,MLN_USD,2000,437109.285,NLD00
CAN,PENSIONASSET,TOT,MLN_USD,2000,402773.102,CAN00
ISR,PENSIONASSET,TOT,PC_GDP,2000,23.838,ISR00
CHE,PENSIONASSET,TOT,PC_GDP,2000,111.972,CHE00
NLD,PENSIONASSET,TOT,PC_GDP,2000,113.058,NLD00
CAN,PENSIONASSET,TOT,PC_GDP,2000,55.561,CAN00
ISR,PRIVPENSIONASSET,TOT,MLN_USD,2000,27777.53,ISR00
KEN,PENSIONASSET,TOT,PC_GDP,2004,7.857,KEN04
NZL,PENSIONASSET,TOT,PC_GDP,2004,11.651,NZL04
LVA,PENSIONASSET,TOT,MLN_USD,2004,49.257,LVA04
IDN,PENSIONASSET,TOT,MLN_USD,2004,5960.172,IDN04
COL,PENSIONASSET,TOT,MLN_USD,2004,11067.058,COL04
CHL,PENSIONASSET,TOT,PC_GDP,2004,56.115,CHL04
CHL,PENSIONASSET,TOT,MLN_USD,2004,60534.599,CHL04
TUR,PENSIONASSET,TOT,PC_GDP,2004,0.377,TUR04
GBR,PENSIONASSET,TOT,PC_GDP,2004,60.188,GBR04
DNK,PENSIONASSET,TOT,MLN_USD,2004,82491.843,DNK04
PRT,PENSIONASSET,TOT,PC_GDP,2004,9.974,PRT04
PRT,PENSIONASSET,TOT,MLN_USD,2004,20684.755,PRT04
KOR,PENSIONASSET,TOT,PC_GDP,2004,1.452,KOR04
MEX,PENSIONASSET,TOT,PC_GDP,2004,5.459,MEX04
LUX,PENSIONASSET,TOT,MLN_USD,2004,127.104,LUX04
HUN,PENSIONASSET,TOT,MLN_USD,2004,7853.843,HUN04
ITA,PENSIONASSET,TOT,PC_GDP,2004,2.447,ITA04
DEU,PENSIONASSET,TOT,PC_GDP,2004,3.796,DEU04
CZE,PENSIONASSET,TOT,MLN_USD,2004,4462.449,CZE04
AUS,PENSIONASSET,TOT,MLN_USD,2004,415174.116,AUS04
BEL,PENSIONASSET,TOT,MLN_USD,2004,15737.452,BEL04
ZMB,PRIVPENSIONASSET,TOT,MLN_USD,2004,222.266,ZMB04
KAZ,PRIVPENSIONASSET,TOT,MLN_USD,2004,3871.908,KAZ04
SWE,PRIVPENSIONASSET,TOT,MLN_USD,2004,156697.76,SWE04
KOR,PRIVPENSIONASSET,TOT,MLN_USD,2004,60866.594,KOR04
CZE,PRIVPENSIONASSET,TOT,MLN_USD,2004,4462.449,CZE04
SLV,PENSIONASSET,TOT,MLN_USD,2004,2148.396,SLV04
MUS,PRIVPENSIONASSET,TOT,MLN_USD,2004,3130.174,MUS04
SLV,PRIVPENSIONASSET,TOT,MLN_USD,2004,2148.396,SLV04
JAM,PENSIONASSET,TOT,MLN_USD,2004,1603.469,JAM04
AUS,PRIVPENSIONASSET,TOT,MLN_USD,2004,442936.375,AUS04
ZMB,PENSIONASSET,TOT,PC_GDP,2004,3.567,ZMB04
SVN,PENSIONASSET,TOT,PC_GDP,2004,1.589,SVN04
HRV,PENSIONASSET,TOT,MLN_USD,2004,1555.796,HRV04
CHN,PENSIONASSET,TOT,MLN_USD,2004,5956.624,CHN04
KOR,PENSIONASSET,TOT,MLN_USD,2004,12634.983,KOR04
ARG,PENSIONASSET,TOT,MLN_USD,2004,18306.185,ARG04
PER,PRIVPENSIONASSET,TOT,MLN_USD,2004,7943.034,PER04
EST,PRIVPENSIONASSET,TOT,MLN_USD,2004,302.105,EST04
JPN,PRIVPENSIONASSET,TOT,MLN_USD,2004,387820.64,JPN04
KEN,PRIVPENSIONASSET,TOT,MLN_USD,2004,2013.785,KEN04
CRI,PRIVPENSIONASSET,TOT,MLN_USD,2004,827.773,CRI04
KEN,PENSIONASSET,TOT,MLN_USD,2004,1832.947,KEN04
DOM,PENSIONASSET,TOT,MLN_USD,2004,194.357,DOM04
THA,PENSIONASSET,TOT,PC_GDP,2004,4.392,THA04
EST,PENSIONASSET,TOT,PC_GDP,2004,1.754,EST04
BGR,PENSIONASSET,TOT,PC_GDP,2004,1.928,BGR04
GBR,PENSIONASSET,TOT,MLN_USD,2004,1538431.562,GBR04
SWE,PENSIONASSET,TOT,PC_GDP,2004,6.845,SWE04
ESP,PENSIONASSET,TOT,PC_GDP,2004,6.476,ESP04
ISL,PENSIONASSET,TOT,PC_GDP,2004,102.011,ISL04
ITA,PENSIONASSET,TOT,MLN_USD,2004,48414.216,ITA04
FIN,PENSIONASSET,TOT,PC_GDP,2004,59.344,FIN04
CAN,PENSIONASSET,TOT,PC_GDP,2004,52.103,CAN04
AUT,PENSIONASSET,TOT,PC_GDP,2004,4.279,AUT04
URY,PRIVPENSIONASSET,TOT,MLN_USD,2004,1678.262,URY04
ZAF,PRIVPENSIONASSET,TOT,MLN_USD,2004,193926.643,ZAF04
NZL,PRIVPENSIONASSET,TOT,MLN_USD,2004,11052.834,NZL04
USA,PRIVPENSIONASSET,TOT,MLN_USD,2004,13748809.0,USA04
GBR,PRIVPENSIONASSET,TOT,MLN_USD,2004,1538431.562,GBR04
LVA,PRIVPENSIONASSET,TOT,MLN_USD,2004,141.128,LVA04
POL,PRIVPENSIONASSET,TOT,MLN_USD,2004,20951.584,POL04
MEX,PRIVPENSIONASSET,TOT,MLN_USD,2004,42779.002,MEX04
CAN,PRIVPENSIONASSET,TOT,MLN_USD,2004,1176362.213,CAN04
COL,PRIVPENSIONASSET,TOT,MLN_USD,2004,11067.058,COL04
JAM,PRIVPENSIONASSET,TOT,MLN_USD,2004,1603.469,JAM04
JAM,PENSIONASSET,TOT,PC_GDP,2004,15.825,JAM04
KEN,PRIVPENSIONASSET,TOT,MLN_USD,2002,1391.76,KEN02
CRI,PRIVPENSIONASSET,TOT,MLN_USD,2002,771.708,CRI02
KEN,PENSIONASSET,TOT,MLN_USD,2002,1268.589,KEN02
THA,PENSIONASSET,TOT,PC_GDP,2002,4.243,THA02
EST,PENSIONASSET,TOT,PC_GDP,2002,0.193,EST02
BGR,PENSIONASSET,TOT,PC_GDP,2002,0.99,BGR02
SWE,PENSIONASSET,TOT,PC_GDP,2002,6.937,SWE02
ITA,PENSIONASSET,TOT,MLN_USD,2002,31415.077,ITA02
ISL,PENSIONASSET,TOT,PC_GDP,2002,80.21,ISL02
FIN,PENSIONASSET,TOT,PC_GDP,2002,47.681,FIN02
CAN,PENSIONASSET,TOT,PC_GDP,2002,46.646,CAN02
AUT,PENSIONASSET,TOT,PC_GDP,2002,3.68,AUT02
URY,PRIVPENSIONASSET,TOT,MLN_USD,2002,893.364,URY02
ZAF,PRIVPENSIONASSET,TOT,MLN_USD,2002,100393.056,ZAF02
GBR,PRIVPENSIONASSET,TOT,MLN_USD,2002,1019320.05,GBR02
LVA,PRIVPENSIONASSET,TOT,MLN_USD,2002,43.771,LVA02
COL,PRIVPENSIONASSET,TOT,MLN_USD,2002,5471.95,COL02
USA,PRIVPENSIONASSET,TOT,MLN_USD,2002,10565163.0,USA02
